id,pred
comment_539,0.092906403
comment_540,0.831927474
comment_541,0.340724252
comment_542,0.109241072
comment_543,0.95062569
comment_544,0.342891387
comment_545,0.400548735
comment_546,0.240434943
comment_547,0.994494267
comment_548,0.525079518
comment_549,0.431777301
comment_550,0.366862961
comment_551,0.258296082
comment_552,0.18110823
comment_553,0.400482439
comment_554,0.046450172
comment_555,0.775046023
comment_556,0.053377648
comment_557,0.236971031
comment_558,0.53652072
comment_559,0.008722067
comment_560,0.5020801
comment_561,0.411400437
comment_562,0.518550872
comment_563,0.589732815
comment_564,0.598748021
comment_565,0.634200254
comment_566,0.846315193
comment_567,0.914624291
comment_568,0.883373086
comment_569,0.02524492
comment_570,0.032011413
comment_571,0.942419279
comment_572,0.693583596
comment_573,0.783583065
comment_574,0.672664883
comment_575,0.80728316
comment_576,0.262147705
comment_577,0.585957129
comment_578,0.703894441
comment_579,0.870791117
comment_580,0.059121035
comment_581,0.61949786
comment_582,0.182352549
comment_583,0.021935459
comment_584,0.681023785
comment_585,0.579610204
comment_586,0.888477358
comment_587,0.594304452
comment_588,0.352313636
comment_589,0.198030496
comment_590,0.387516842
comment_591,0.045386398
comment_592,0.570210767
comment_593,0.300636461
comment_594,0.262819801
comment_595,0.833838097
comment_596,0.891152062
comment_597,0.407420113
comment_598,0.206042055
comment_599,0.747403877
comment_600,0.155847312
comment_601,0.544048735
comment_602,0.667341286
comment_603,0.46627377
comment_604,0.281551777
comment_605,0.351026244
comment_606,0.681835145
comment_607,0.111105631
comment_608,0.064280929
comment_609,0.080325458
comment_610,0.161819752
comment_611,0.961027737
comment_612,0.27837577
comment_613,0.392981514
comment_614,0.273141236
comment_615,0.980382333
comment_616,0.126752362
comment_617,0.611716335
comment_618,0.783112547
comment_619,0.327896089
comment_620,0.932156197
comment_621,0.732161872
comment_622,0.516381262
comment_623,0.869522634
comment_624,0.962616629
comment_625,0.694548736
comment_626,0.806465628
comment_627,0.685366301
comment_628,0.078132433
comment_629,0.648249241
comment_630,0.181573623
comment_631,0.030257934
comment_632,0.18246561
comment_633,0.252779927
comment_634,0.952833698
comment_635,0.364437713
comment_636,0.821725362
comment_637,0.006941082
comment_638,0.087970634
comment_639,0.727162509
comment_640,0.343377274
comment_641,0.78434457
comment_642,0.59693396
comment_643,0.872915954
comment_644,0.324169328
comment_645,0.725533395
comment_646,0.016153779
comment_647,0.642295599
comment_648,0.900960795
comment_649,0.077553179
comment_650,0.815650604
comment_651,0.893929403
comment_652,0.291376942
comment_653,0.633877757
comment_654,0.126074641
comment_655,0.293449185
comment_656,0.353670313
comment_657,0.860890747
comment_658,0.84033133
comment_659,0.388584355
comment_660,0.349091501
comment_661,0.376724823
comment_662,0.298260146
comment_663,0.145028875
comment_664,0.808371819
comment_665,0.988051765
comment_666,0.267032159
comment_667,0.142841041
comment_668,0.428221458
comment_669,0.160311587
comment_670,0.729745936
comment_671,0.412659044
comment_672,0.201681136
comment_673,0.194257544
comment_674,0.906355713
comment_675,0.52851102
comment_676,0.129148361
comment_677,0.594610064
comment_678,0.020875329
comment_679,0.06038743
comment_680,0.824648419
comment_681,0.208893516
comment_682,0.579543101
comment_683,0.132532526
comment_684,0.705922692
comment_685,0.805918526
comment_686,0.801542686
comment_687,0.861676366
comment_688,0.973427198
comment_689,0.625315456
comment_690,0.667256803
comment_691,0.122733512
comment_692,0.745240951
comment_693,0.765938631
comment_694,0.418930504
comment_695,0.596774405
comment_696,0.516603805
comment_697,0.003835828
comment_698,0.354250917
comment_699,0.975408291
comment_700,0.926381513
comment_701,0.883109453
comment_702,0.654743029
comment_703,0.639805206
comment_704,0.031018054
comment_705,0.347785064
comment_706,0.507365039
comment_707,0.042841924
comment_708,0.243122778
comment_709,0.364323637
comment_710,0.761886023
comment_711,0.760534692
comment_712,0.410430338
comment_713,0.224715419
comment_714,0.455051422
comment_715,0.789406074
comment_716,0.364725911
comment_717,0.154235111
comment_718,0.730600578
comment_719,0.061556584
comment_720,0.618886562
comment_721,0.35983278
comment_722,0.492168866
comment_723,0.051260604
comment_724,0.250074564
comment_725,0.323107645
comment_726,0.12415185
comment_727,0.58701408
comment_728,0.497970003
comment_729,0.141817929
comment_730,0.044489343
comment_731,0.528385878
comment_732,0.577615386
comment_733,0.438717151
comment_734,0.859999221
comment_735,0.901355002
comment_736,0.17826716
comment_737,0.123803853
comment_738,0.260284901
comment_739,0.402359512
comment_740,0.04073775
comment_741,0.370516535
comment_742,0.158955607
comment_743,0.616081734
comment_744,0.878086595
comment_745,0.085906477
comment_746,0.494109702
comment_747,0.300889326
comment_748,0.894062927
comment_749,0.668422612
comment_750,0.757911785
comment_751,0.012429303
comment_752,0.480569467
comment_753,0.700738822
comment_754,0.652639962
comment_755,0.447482447
comment_756,0.698071222
comment_757,0.309294299
comment_758,0.383937874
comment_759,0.910368682
comment_760,0.404798399
comment_761,0.722679198
comment_762,0.560680756
comment_763,0.977813955
comment_764,0.43482287
comment_765,0.78415758
comment_766,0.428478555
comment_767,0.899571244
comment_768,0.731404646
comment_769,0.465025993
comment_770,0.462952853
comment_771,0.672226066
comment_772,0.2609149
comment_773,0.166596112
comment_774,0.683795933
comment_775,0.592110646
comment_776,0.145299725
comment_777,0.925440035
comment_778,0.483508085
comment_779,0.051758711
comment_780,0.02234629
comment_781,0.219222397
comment_782,0.129675272
comment_783,0.664176827
comment_784,0.591790927
comment_785,0.887388531
comment_786,0.573211293
comment_787,0.815020255
comment_788,0.811929118
comment_789,0.967160696
comment_790,0.357135535
comment_791,0.099377632
comment_792,0.636312504
comment_793,0.2279668
comment_794,0.260574388
comment_795,0.624931498
comment_796,0.327551923
comment_797,0.813227906
comment_798,0.346904096
comment_799,0.139614912
comment_800,0.631280129
comment_801,0.582060815
comment_802,0.735946386
comment_803,0.466973243
comment_804,0.374927011
comment_805,0.893229222
comment_806,0.169679207
comment_807,0.774667128
comment_808,0.587363456
comment_809,0.108597565
comment_810,0.780104052
comment_811,0.925553859
comment_812,0.930656019
comment_813,0.203015001
comment_814,0.004884198
comment_815,0.739714278
comment_816,0.671007106
comment_817,0.759940815
comment_818,0.005972943
comment_819,0.025367772
comment_820,0.720485384
comment_821,0.615550251
comment_822,0.735873618
comment_823,0.936194549
comment_824,0.416309052
comment_825,0.622081112
comment_826,0.86719469
comment_827,0.683241836
comment_828,0.120057357
comment_829,0.189810903
comment_830,0.003413967
comment_831,0.774495987
comment_832,0.662514921
comment_833,0.743477073
comment_834,0.980979489
comment_835,0.062276218
comment_836,0.416729606
comment_837,0.278295342
comment_838,0.600956908
comment_839,0.971044375
comment_840,0.210436122
comment_841,0.721059801
comment_842,0.733557752
comment_843,0.51303318
comment_844,0.261233217
comment_845,0.734854446
comment_846,0.230180827
comment_847,0.421024138
comment_848,0.412222561
comment_849,0.430596145
comment_850,0.997201632
comment_851,0.76722017
comment_852,0.005573532
comment_853,0.471883532
comment_854,0.391229398
comment_855,0.840532591
comment_856,0.816108499
comment_857,0.146301456
comment_858,0.900991996
comment_859,0.031639953
comment_860,0.29579224
comment_861,0.564172075
comment_862,0.258214985
comment_863,0.356130687
comment_864,0.226293777
comment_865,0.487139806
comment_866,0.845799754
comment_867,0.829652818
comment_868,0.700813392
comment_869,0.808963578
comment_870,0.574986025
comment_871,0.888590219
comment_872,0.228998402
comment_873,0.720259782
comment_874,0.133075813
comment_875,0.837248044
comment_876,0.049842628
comment_877,0.932589682
comment_878,0.018116545
comment_879,0.090840488
comment_880,0.764134171
comment_881,0.227121112
comment_882,0.249417698
comment_883,0.748705632
comment_884,0.952328811
comment_885,0.402168407
comment_886,0.121342106
comment_887,0.969167042
comment_888,0.244588138
comment_889,0.851061039
comment_890,0.783945575
comment_891,0.627692628
comment_892,0.599552897
comment_893,0.542342139
comment_894,0.87307009
comment_895,0.732058201
comment_896,0.528605523
comment_897,0.627192681
comment_898,0.971704078
comment_899,0.515742459
comment_900,0.614877743
comment_901,0.362801753
comment_902,0.736253462
comment_903,0.509712789
comment_904,0.644885476
comment_905,0.781371268
comment_906,0.837952215
comment_907,0.782431278
comment_908,0.89267195
comment_909,0.543689827
comment_910,0.477035324
comment_911,0.327110643
comment_912,0.110305242
comment_913,0.620746856
comment_914,0.547305099
comment_915,0.692095429
comment_916,0.454643039
comment_917,0.564132303
comment_918,0.40224612
comment_919,0.668253199
comment_920,0.438879049
comment_921,0.052659027
comment_922,0.974619581
comment_923,0.56816415
comment_924,0.940990106
comment_925,0.312963758
comment_926,0.665365515
comment_927,0.99785274
comment_928,0.949967066
comment_929,0.137600701
comment_930,0.959408553
comment_931,0.211921178
comment_932,0.916723617
comment_933,0.369075544
comment_934,0.83144052
comment_935,0.136317911
comment_936,0.924393974
comment_937,0.857783488
comment_938,0.55681132
comment_939,0.058646542
comment_940,0.635951919
comment_941,0.565174477
comment_942,0.738008237
comment_943,0.981248884
comment_944,0.592936393
comment_945,0.418450658
comment_946,0.31069447
comment_947,0.596895122
comment_948,0.842085797
comment_949,0.148198122
comment_950,0.333221347
comment_951,0.324980431
comment_952,0.375900242
comment_953,0.603064567
comment_954,0.127511209
comment_955,0.816033778
comment_956,0.982867948
comment_957,0.831640413
comment_958,0.008994555
comment_959,0.963192416
comment_960,0.66409432
comment_961,0.082826673
comment_962,0.64824605
comment_963,0.612821799
comment_964,0.672464751
comment_965,0.04509358
comment_966,0.654877086
comment_967,0.100045213
comment_968,0.606059336
comment_969,0.626360591
comment_970,0.644408471
comment_971,0.334669705
comment_972,0.654272424
comment_973,0.212134549
comment_974,0.490008993
comment_975,0.074763164
comment_976,0.87594742
comment_977,0.985246848
comment_978,0.485025162
comment_979,0.045878673
comment_980,0.114023081
comment_981,0.566534884
comment_982,0.412033842
comment_983,0.529796006
comment_984,0.310402974
comment_985,0.559861865
comment_986,0.592180043
comment_987,0.825992617
comment_988,0.799961936
comment_989,0.207056244
comment_990,0.822026113
comment_991,0.262733709
comment_992,0.172228655
comment_993,0.581505751
comment_994,0.515914891
comment_995,0.392621087
comment_996,0.193221454
comment_997,0.948027695
comment_998,0.758026381
comment_999,0.371548295
comment_1000,0.702709232
comment_1001,0.420280844
comment_1002,0.125893896
comment_1003,0.387537681
comment_1004,0.062809032
comment_1005,0.823172085
comment_1006,0.516785433
comment_1007,0.900712334
comment_1008,0.002286407
comment_1009,0.474209516
comment_1010,0.641245603
comment_1011,0.730690748
comment_1012,0.170563251
comment_1013,0.212919434
comment_1014,0.493172003
comment_1015,0.830179507
comment_1016,0.974966583
comment_1017,0.747068901
comment_1018,0.52827273
comment_1019,0.004190465
comment_1020,0.880441757
comment_1021,0.628693051
comment_1022,0.55987381
comment_1023,0.53010727
comment_1024,0.417523416
comment_1025,0.383217765
comment_1026,0.812951076
comment_1027,0.536592634
comment_1028,0.887310855
comment_1029,0.822454385
comment_1030,0.321644952
comment_1031,0.945393116
comment_1032,0.930716553
comment_1033,0.22565603
comment_1034,0.303994676
comment_1035,0.980681565
comment_1036,0.300850841
comment_1037,0.270544507
comment_1038,0.692181939
comment_1039,0.431129328
comment_1040,0.105744772
comment_1041,0.13184571
comment_1042,0.127908418
comment_1043,0.526611609
comment_1044,0.004099719
comment_1045,0.778645621
comment_1046,0.608973605
comment_1047,0.892421289
comment_1048,0.120478625
comment_1049,0.473790552
comment_1050,0.827786845
comment_1051,0.523027964
comment_1052,0.467098213
comment_1053,0.977742304
comment_1054,0.969991689
comment_1055,0.176794454
comment_1056,0.888919694
comment_1057,0.847984212
comment_1058,0.542739905
comment_1059,0.864336591
comment_1060,0.730759027
comment_1061,0.076529974
comment_1062,0.206493901
comment_1063,0.234797301
comment_1064,0.724071793
comment_1065,0.395663803
comment_1066,0.016011516
comment_1067,0.706125531
comment_1068,0.550143196
comment_1069,0.499148704
comment_1070,0.863632575
comment_1071,0.157491501
comment_1072,0.471859974
comment_1073,0.534240741
comment_1074,0.049459627
comment_1075,0.14067336
comment_1076,0.813713499
comment_1077,0.064274718
comment_1078,0.800818507
comment_1079,0.603185924
comment_1080,0.898106068
comment_1081,0.020507696
comment_1082,0.76048404
comment_1083,0.482762412
comment_1084,0.60456124
comment_1085,0.328912195
comment_1086,0.686961678
comment_1087,0.093022034
comment_1088,0.441096408
comment_1089,0.131629495
comment_1090,0.648187564
comment_1091,0.612850337
comment_1092,0.023239135
comment_1093,0.225716976
comment_1094,0.227622855
comment_1095,0.582897008
comment_1096,0.384006183
comment_1097,0.890025861
comment_1098,0.376410643
comment_1099,0.770560994
comment_1100,0.180598074
comment_1101,0.190801262
comment_1102,0.288843746
comment_1103,0.468733863
comment_1104,0.570246737
comment_1105,0.234550904
comment_1106,0.036007326
comment_1107,0.541043168
comment_1108,0.081975056
comment_1109,0.946311965
comment_1110,0.806431484
comment_1111,0.463084721
comment_1112,0.972503971
comment_1113,0.322333299
comment_1114,0.854423183
comment_1115,0.932871604
comment_1116,0.912311258
comment_1117,0.810452968
comment_1118,0.572392117
comment_1119,0.867437847
comment_1120,0.069107731
comment_1121,0.963332477
comment_1122,0.714130545
comment_1123,0.324599669
comment_1124,0.472802785
comment_1125,0.765133308
comment_1126,0.749639842
comment_1127,0.610173881
comment_1128,0.2290395
comment_1129,0.181775889
comment_1130,0.34198845
comment_1131,0.358644024
comment_1132,0.930150008
comment_1133,0.161495819
comment_1134,0.563380847
comment_1135,0.421743837
comment_1136,0.32618762
comment_1137,0.468817484
comment_1138,0.71832897
comment_1139,0.926713654
comment_1140,0.104203108
comment_1141,0.317370916
comment_1142,0.636133258
comment_1143,0.791725294
comment_1144,0.047080434
comment_1145,0.189631558
comment_1146,0.163978203
comment_1147,0.258129027
comment_1148,0.745031136
comment_1149,0.135700822
comment_1150,0.955594671
comment_1151,0.786632819
comment_1152,0.958380418
comment_1153,0.683865175
comment_1154,0.404799824
comment_1155,0.430190099
comment_1156,0.542608227
comment_1157,0.714853625
comment_1158,0.436753836
comment_1159,0.453772478
comment_1160,0.781417274
comment_1161,0.037123482
comment_1162,0.708407756
comment_1163,0.609582963
comment_1164,0.426927249
comment_1165,0.571538202
comment_1166,0.468043679
comment_1167,0.677584272
comment_1168,0.833202755
comment_1169,0.00839879
comment_1170,0.686284003
comment_1171,0.627993101
comment_1172,0.136885693
comment_1173,0.096608713
comment_1174,0.38652321
comment_1175,0.716281772
comment_1176,0.231933322
comment_1177,0.5517727
comment_1178,0.767219935
comment_1179,0.784752332
comment_1180,0.481177876
comment_1181,0.674867455
comment_1182,0.205254879
comment_1183,0.479835557
comment_1184,0.465214221
comment_1185,0.694309285
comment_1186,0.70900119
comment_1187,0.199261047
comment_1188,0.205302333
comment_1189,0.747530062
comment_1190,0.878106151
comment_1191,0.92328827
comment_1192,0.390828824
comment_1193,0.237544933
comment_1194,0.449760658
comment_1195,0.522720128
comment_1196,0.81551236
comment_1197,0.950330572
comment_1198,0.116622943
comment_1199,0.867866329
comment_1200,0.703956854
comment_1201,0.872150983
comment_1202,0.560199701
comment_1203,0.858849833
comment_1204,0.064106103
comment_1205,0.709755065
comment_1206,0.393273391
comment_1207,0.140715078
comment_1208,0.643663183
comment_1209,0.062752737
comment_1210,0.71423897
comment_1211,0.488407185
comment_1212,0.570766574
comment_1213,0.433602969
comment_1214,0.418242262
comment_1215,0.82530559
comment_1216,0.073137105
comment_1217,0.442848373
comment_1218,0.595992599
comment_1219,0.56003768
comment_1220,0.579286251
comment_1221,0.324286556
comment_1222,0.51633567
comment_1223,0.813626997
comment_1224,0.202211477
comment_1225,0.839747983
comment_1226,0.921632843
comment_1227,0.310764081
comment_1228,0.987308442
comment_1229,0.717786972
comment_1230,0.353769203
comment_1231,0.462831984
comment_1232,0.239974408
comment_1233,0.429950896
comment_1234,0.700506937
comment_1235,0.378030882
comment_1236,0.892867677
comment_1237,0.269796464
comment_1238,0.249550654
comment_1239,0.655927273
comment_1240,0.090944346
comment_1241,0.785662702
comment_1242,0.100570232
comment_1243,0.837300429
comment_1244,0.870007156
comment_1245,0.36873497
comment_1246,0.311327035
comment_1247,0.342662289
comment_1248,0.575210415
